rfam_id,n,top1_precision_mean,top1_recall_mean,top1_f1_mean,top100_precision_mean,top100_recall_mean,top100_f1_mean,top1_mcc_mean,top100_mcc_mean,top1_precision_median,top1_recall_median,top1_f1_median,top100_precision_median,top100_recall_median,top100_f1_median,delta_f1_mean,delta_f1_median,p_best100_ge_0p7,p_best100_ge_0p9,min_n_predictions,p_best_rank_le_10,best_rank_median,best_rank_p90,best_rank_max,p_delta_f1_ge_0p3
RF00254,2.0,0.8365384615384616,0.8194444444444444,0.8278301886792453,0.9018218623481782,0.8629629629629629,0.8819545234639574,0.8265065695522507,0.8812353934315896,0.8365384615384616,0.8194444444444444,0.8278301886792453,0.9018218623481782,0.8629629629629629,0.8819545234639574,0.054124334784712125,0.054124334784712125,1.0,0.5,100.0,0.0,59.5,83.1,89.0,0.0
RF00622,2.0,0.7673160173160173,1.0,0.8683298683298684,0.8416666666666667,0.96875,0.9006359300476947,0.8750197379134026,0.9022045490478561,0.7673160173160173,1.0,0.8683298683298684,0.8416666666666667,0.96875,0.9006359300476947,0.032306061717826406,0.032306061717826406,1.0,0.5,100.0,0.0,11.5,11.9,12.0,0.0
RF00015,2.0,0.6833333333333333,0.9375,0.7901430842607313,0.8375,1.0,0.9111111111111112,0.7980758477148404,0.9140761087236697,0.6833333333333333,0.9375,0.7901430842607313,0.8375,1.0,0.9111111111111112,0.12096802685037988,0.12096802685037988,1.0,0.5,100.0,0.0,72.5,76.9,78.0,0.0
RF01734,2.0,0.7166666666666667,0.8666666666666667,0.7743589743589744,0.8846153846153846,0.9666666666666667,0.9175412293853074,0.780528895450854,0.9208020169684334,0.7166666666666667,0.8666666666666667,0.7743589743589744,0.8846153846153846,0.9666666666666667,0.9175412293853074,0.14318225502633303,0.14318225502633303,1.0,0.5,100.0,0.5,47.0,77.4,85.0,0.0
RF01054,2.0,0.7204301075268817,0.9761904761904762,0.8285204991087344,0.8653846153846154,1.0,0.9268085106382979,0.8369598517090409,0.9291756852873518,0.7204301075268817,0.9761904761904762,0.8285204991087344,0.8653846153846154,1.0,0.9268085106382979,0.09828801152956351,0.09828801152956351,1.0,0.5,100.0,0.0,61.5,62.7,63.0,0.0
RF01510,2.0,0.8593073593073592,0.8047619047619048,0.8302938196555218,0.9523809523809523,0.9123809523809524,0.9315476190476191,0.8293569754248874,0.9312367930458185,0.8593073593073592,0.8047619047619048,0.8302938196555218,0.9523809523809523,0.9123809523809524,0.9315476190476191,0.10125379939209722,0.10125379939209722,1.0,1.0,100.0,0.5,17.0,28.2,31.0,0.0
RF03093,2.0,0.6666666666666666,0.75,0.7058823529411765,0.8888888888888888,1.0,0.9411764705882353,0.702455073134701,0.9419233588674704,0.6666666666666666,0.75,0.7058823529411765,0.8888888888888888,1.0,0.9411764705882353,0.23529411764705876,0.23529411764705876,1.0,1.0,100.0,0.0,57.0,57.0,57.0,0.0
RF00008,2.0,0.8928571428571428,0.9128787878787878,0.8992673992673992,0.9285714285714286,0.9772727272727273,0.9499105545617174,0.8997173652482581,0.9507604655421616,0.8928571428571428,0.9128787878787878,0.8992673992673992,0.9285714285714286,0.9772727272727273,0.9499105545617174,0.05064315529431812,0.05064315529431812,1.0,1.0,100.0,0.0,85.0,85.0,85.0,0.0
RF02553,2.0,0.7867132867132867,0.7738095238095237,0.7795004306632214,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.778014635301111,0.9579777686646009,0.7867132867132867,0.7738095238095237,0.7795004306632214,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.17883290267011198,0.17883290267011198,1.0,1.0,100.0,0.5,14.0,17.2,18.0,0.0
RF00170,2.0,0.6071428571428572,1.0,0.75,0.9285714285714286,1.0,0.9615384615384615,0.774059865205394,0.9625778574862007,0.6071428571428572,1.0,0.75,0.9285714285714286,1.0,0.9615384615384615,0.21153846153846156,0.21153846153846156,1.0,1.0,100.0,0.5,19.5,31.900000000000002,35.0,0.0
RF01767,2.0,0.7214285714285715,0.8,0.7547892720306514,0.9285714285714286,1.0,0.9615384615384615,0.7549953933909661,0.9624573260127981,0.7214285714285715,0.8,0.7547892720306514,0.9285714285714286,1.0,0.9615384615384615,0.20674918950781013,0.20674918950781013,1.0,1.0,100.0,0.5,10.5,11.7,12.0,0.5
RF02339,2.0,0.5625,0.6904761904761905,0.6190476190476191,0.9285714285714286,1.0,0.9615384615384615,0.6181935291201911,0.9625169202613171,0.5625,0.6904761904761905,0.6190476190476191,0.9285714285714286,1.0,0.9615384615384615,0.34249084249084244,0.34249084249084244,1.0,1.0,100.0,0.0,20.0,20.0,20.0,1.0
RF00065,2.0,0.8450980392156863,0.9333333333333333,0.8849462365591398,0.9666666666666667,1.0,0.9827586206896552,0.8851094136436788,0.9828931980344771,0.8450980392156863,0.9333333333333333,0.8849462365591398,0.9666666666666667,1.0,0.9827586206896552,0.0978123841305154,0.0978123841305154,1.0,1.0,100.0,0.5,15.5,23.1,25.0,0.0
RF02977,2.0,1.0,0.9705882352941176,0.9848484848484849,1.0,0.9705882352941176,0.9848484848484849,0.9848860730282876,0.9848860730282876,1.0,0.9705882352941176,0.9848484848484849,1.0,0.9705882352941176,0.9848484848484849,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF01850,2.0,0.9583333333333333,1.0,0.9782608695652174,1.0,1.0,1.0,0.9783267145795354,1.0,0.9583333333333333,1.0,0.9782608695652174,1.0,1.0,1.0,0.021739130434782594,0.021739130434782594,1.0,1.0,100.0,0.5,14.5,25.3,28.0,0.0
RF02803,2.0,0.9,1.0,0.9473684210526316,1.0,1.0,1.0,0.9477689042977498,1.0,0.9,1.0,0.9473684210526316,1.0,1.0,1.0,0.05263157894736836,0.05263157894736836,1.0,1.0,92.0,0.0,13.0,13.0,13.0,0.0
RF02805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00648440872488558,-0.005642989017449295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,44.0,44.0,44.0,0.0
RF01666,1.0,0.07407407407407407,0.4,0.125,0.10526315789473684,0.4,0.16666666666666666,0.1706227004903247,0.20395569840204134,0.07407407407407407,0.4,0.125,0.10526315789473684,0.4,0.16666666666666666,0.04166666666666666,0.04166666666666666,0.0,0.0,100.0,0.0,46.0,46.0,46.0,0.0
RF01316,1.0,0.043478260869565216,0.06666666666666667,0.052631578947368425,0.15789473684210525,0.2,0.17647058823529413,0.04838922099665569,0.17340405639771783,0.043478260869565216,0.06666666666666667,0.052631578947368425,0.15789473684210525,0.2,0.17647058823529413,0.12383900928792571,0.12383900928792571,0.0,0.0,100.0,0.0,62.0,62.0,62.0,0.0
RF02975,1.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,-0.006833293845415038,0.18265828677839852,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.1875,0.1875,0.0,0.0,100.0,0.0,59.0,59.0,59.0,0.0
RF02359,1.0,0.09876543209876543,0.5,0.16494845360824742,0.12962962962962962,0.4375,0.19999999999999998,0.22135598927627317,0.23742186225595047,0.09876543209876543,0.5,0.16494845360824742,0.12962962962962962,0.4375,0.19999999999999998,0.035051546391752564,0.035051546391752564,0.0,0.0,100.0,0.0,96.0,96.0,96.0,0.0
RF00806,1.0,0.07894736842105263,0.12,0.09523809523809523,0.23529411764705882,0.32,0.2711864406779661,0.09349307790835791,0.2714851235331892,0.07894736842105263,0.12,0.09523809523809523,0.23529411764705882,0.32,0.2711864406779661,0.17594834543987087,0.17594834543987087,0.0,0.0,100.0,0.0,74.0,74.0,74.0,0.0
RF02295,1.0,0.15,0.42857142857142855,0.2222222222222222,0.23076923076923078,0.42857142857142855,0.3,0.2498337773291912,0.31166626269281383,0.15,0.42857142857142855,0.2222222222222222,0.23076923076923078,0.42857142857142855,0.3,0.07777777777777778,0.07777777777777778,0.0,0.0,100.0,0.0,37.0,37.0,37.0,0.0
RF02584,1.0,0.20754716981132076,0.6470588235294118,0.3142857142857143,0.22580645161290322,0.6176470588235294,0.3307086614173228,0.3658623607866609,0.3728869109045091,0.20754716981132076,0.6470588235294118,0.3142857142857143,0.22580645161290322,0.6176470588235294,0.3307086614173228,0.016422947131608523,0.016422947131608523,0.0,0.0,100.0,0.0,58.0,58.0,58.0,0.0
RF01838,1.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.3636363636363636,-0.01606231415508089,0.46782741582844406,0.0,0.0,0.0,1.0,0.2222222222222222,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.0,0.0,23.0,1.0,3.0,3.0,3.0,1.0
RF01826,1.0,0.0,0.0,0.0,0.3076923076923077,0.4444444444444444,0.3636363636363637,-0.010109039926925426,0.3634934271160279,0.0,0.0,0.0,0.3076923076923077,0.4444444444444444,0.3636363636363637,0.3636363636363637,0.3636363636363637,0.0,0.0,85.0,1.0,6.0,6.0,6.0,1.0
RF03166,1.0,0.20454545454545456,0.6,0.30508474576271183,0.2682926829268293,0.7333333333333333,0.3928571428571429,0.34924074976446395,0.44268923733226506,0.20454545454545456,0.6,0.30508474576271183,0.2682926829268293,0.7333333333333333,0.3928571428571429,0.08777239709443108,0.08777239709443108,0.0,0.0,100.0,0.0,96.0,96.0,96.0,0.0
RF00634,1.0,0.275,0.275,0.275,0.3902439024390244,0.4,0.39506172839506176,0.27084586735424726,0.3915826792894715,0.275,0.275,0.275,0.3902439024390244,0.4,0.39506172839506176,0.12006172839506174,0.12006172839506174,0.0,0.0,100.0,0.0,51.0,51.0,51.0,0.0
RF01554,1.0,0.21052631578947367,0.5,0.2962962962962963,0.3333333333333333,0.5,0.4,0.31923767585035556,0.4045130307965006,0.21052631578947367,0.5,0.2962962962962963,0.3333333333333333,0.5,0.4,0.10370370370370374,0.10370370370370374,0.0,0.0,100.0,0.0,73.0,73.0,73.0,0.0
RF01057,1.0,0.15384615384615385,0.2222222222222222,0.18181818181818185,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.17795190754666187,0.4252218572592866,0.15384615384615385,0.2222222222222222,0.18181818181818185,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.23484848484848483,0.23484848484848483,0.0,0.0,100.0,1.0,5.0,5.0,5.0,0.0
RF02561,1.0,0.13043478260869565,0.21428571428571427,0.16216216216216214,0.4,0.5714285714285714,0.47058823529411764,0.16245612308452745,0.4753536246443442,0.13043478260869565,0.21428571428571427,0.16216216216216214,0.4,0.5714285714285714,0.47058823529411764,0.30842607313195547,0.30842607313195547,0.0,0.0,100.0,0.0,39.0,39.0,39.0,1.0
RF00030,1.0,0.2872340425531915,0.36,0.31952662721893493,0.4482758620689655,0.52,0.48148148148148145,0.32024416910803144,0.4818385879800339,0.2872340425531915,0.36,0.31952662721893493,0.4482758620689655,0.52,0.48148148148148145,0.16195485426254652,0.16195485426254652,0.0,0.0,100.0,1.0,8.0,8.0,8.0,0.0
RF00172,1.0,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.45454545454545453,0.5555555555555556,0.5,0.4784387721300148,0.5000421802780335,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.45454545454545453,0.5555555555555556,0.5,0.02380952380952378,0.02380952380952378,0.0,0.0,100.0,0.0,43.0,43.0,43.0,0.0
RF03036,1.0,0.0851063829787234,0.1111111111111111,0.09638554216867469,0.44680851063829785,0.5833333333333334,0.5060240963855422,0.09377280080980561,0.5086614972914317,0.0851063829787234,0.1111111111111111,0.09638554216867469,0.44680851063829785,0.5833333333333334,0.5060240963855422,0.40963855421686757,0.40963855421686757,0.0,0.0,100.0,0.0,81.0,81.0,81.0,1.0
RF01713,1.0,0.30303030303030304,0.9090909090909091,0.45454545454545453,0.35714285714285715,0.9090909090909091,0.5128205128205129,0.5234847472990029,0.5686200871650355,0.30303030303030304,0.9090909090909091,0.45454545454545453,0.35714285714285715,0.9090909090909091,0.5128205128205129,0.058275058275058356,0.058275058275058356,0.0,0.0,100.0,0.0,37.0,37.0,37.0,0.0
RF01696,1.0,0.38461538461538464,1.0,0.5555555555555556,0.38461538461538464,1.0,0.5555555555555556,0.6188128952823749,0.6188128952823749,0.38461538461538464,1.0,0.5555555555555556,0.38461538461538464,1.0,0.5555555555555556,0.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0
RF00050,1.0,0.5172413793103449,0.6,0.5555555555555556,0.5769230769230769,0.6,0.5882352941176471,0.5549803616287361,0.5864898985960045,0.5172413793103449,0.6,0.5555555555555556,0.5769230769230769,0.6,0.5882352941176471,0.0326797385620915,0.0326797385620915,0.0,0.0,100.0,0.0,78.0,78.0,78.0,0.0
RF00051,1.0,0.15,0.18181818181818182,0.16438356164383564,0.5526315789473685,0.6363636363636364,0.5915492957746479,0.16281429824959054,0.59191751329832,0.15,0.18181818181818182,0.16438356164383564,0.5526315789473685,0.6363636363636364,0.5915492957746479,0.42716573413081227,0.42716573413081227,0.0,0.0,100.0,0.0,16.0,16.0,16.0,1.0
RF00950,1.0,0.4090909090909091,0.9,0.5625000000000001,0.45,0.9,0.6,0.6045827739205912,0.6344257933458506,0.4090909090909091,0.9,0.5625000000000001,0.45,0.9,0.6,0.03749999999999987,0.03749999999999987,0.0,0.0,100.0,0.0,26.0,26.0,26.0,0.0
RF01379,1.0,0.391304347826087,0.6,0.47368421052631576,0.6,0.6,0.6,0.4822456503734655,0.5985294117647059,0.391304347826087,0.6,0.47368421052631576,0.6,0.6,0.6,0.12631578947368421,0.12631578947368421,0.0,0.0,100.0,0.0,33.0,33.0,33.0,0.0
RF01762,1.0,0.375,1.0,0.5454545454545454,0.42857142857142855,1.0,0.6,0.6074457873879648,0.6504436355879909,0.375,1.0,0.5454545454545454,0.42857142857142855,1.0,0.6,0.054545454545454564,0.054545454545454564,0.0,0.0,100.0,0.0,46.0,46.0,46.0,0.0
RF00649,1.0,0.4222222222222222,0.5135135135135135,0.4634146341463415,0.65625,0.5675675675675675,0.6086956521739131,0.46422222222107895,0.6094310250440466,0.4222222222222222,0.5135135135135135,0.4634146341463415,0.65625,0.5675675675675675,0.6086956521739131,0.1452810180275716,0.1452810180275716,0.0,0.0,100.0,0.0,75.0,75.0,75.0,0.0
RF02056,1.0,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.6215756244758008,0.6215756244758008,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0
RF00502,1.0,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.5635830615653752,0.6250051916645164,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.06944444444444453,0.06944444444444453,0.0,0.0,85.0,1.0,4.0,4.0,4.0,0.0
RF02032,1.0,0.3942307692307692,0.41,0.4019607843137255,0.6704545454545454,0.59,0.6276595744680851,0.4009527323762925,0.6283247431700612,0.3942307692307692,0.41,0.4019607843137255,0.6704545454545454,0.59,0.6276595744680851,0.22569879015435956,0.22569879015435956,0.0,0.0,100.0,0.0,68.0,68.0,68.0,0.0
RF02922,1.0,0.5625,0.6,0.5806451612903225,0.6551724137931034,0.6333333333333333,0.6440677966101694,0.5776826751754454,0.6415209088579674,0.5625,0.6,0.5806451612903225,0.6551724137931034,0.6333333333333333,0.6440677966101694,0.06342263531984693,0.06342263531984693,0.0,0.0,100.0,0.0,68.0,68.0,68.0,0.0
RF03030,1.0,0.5,0.3333333333333333,0.4,0.6875,0.6111111111111112,0.6470588235294118,0.4017098959321953,0.6436348171379853,0.5,0.3333333333333333,0.4,0.6875,0.6111111111111112,0.6470588235294118,0.24705882352941178,0.24705882352941178,0.0,0.0,100.0,0.0,73.0,73.0,73.0,0.0
RF01725,1.0,0.0,0.0,0.0,0.6551724137931034,0.6785714285714286,0.6666666666666666,-0.006571694464813698,0.664717925445076,0.0,0.0,0.0,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,100.0,0.0,81.0,81.0,81.0,1.0
RF01753,1.0,0.12,0.3,0.17142857142857143,0.5263157894736842,1.0,0.6896551724137931,0.18368163318593722,0.7238974098269957,0.12,0.3,0.17142857142857143,0.5263157894736842,1.0,0.6896551724137931,0.5182266009852217,0.5182266009852217,0.0,0.0,100.0,0.0,45.0,45.0,45.0,1.0
RF01357,1.0,0.5,0.8571428571428571,0.631578947368421,0.6,0.8571428571428571,0.7058823529411764,0.6523270561892657,0.7153445884707819,0.5,0.8571428571428571,0.631578947368421,0.6,0.8571428571428571,0.7058823529411764,0.07430340557275539,0.07430340557275539,1.0,0.0,100.0,0.0,13.0,13.0,13.0,0.0
RF01786,1.0,0.5217391304347826,0.5,0.5106382978723404,0.6666666666666666,0.75,0.7058823529411765,0.5064618775510857,0.7043318512506618,0.5217391304347826,0.5,0.5106382978723404,0.6666666666666666,0.75,0.7058823529411765,0.19524405506883613,0.19524405506883613,1.0,0.0,100.0,0.0,31.0,31.0,31.0,0.0
RF00166,1.0,0.4857142857142857,1.0,0.6538461538461539,0.5483870967741935,1.0,0.7083333333333333,0.6960205664012915,0.7397784567844042,0.4857142857142857,1.0,0.6538461538461539,0.5483870967741935,1.0,0.7083333333333333,0.054487179487179405,0.054487179487179405,1.0,0.0,100.0,0.0,77.0,77.0,77.0,0.0
RF00295,1.0,0.0,0.0,0.0,0.625,0.8333333333333334,0.7142857142857143,-0.01718950751821021,0.717305709384782,0.0,0.0,0.0,0.625,0.8333333333333334,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.0,100.0,0.0,50.0,50.0,50.0,1.0
RF02505,1.0,0.38461538461538464,1.0,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143,0.6147572052482851,0.7421082385212817,0.38461538461538464,1.0,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143,0.15873015873015872,0.15873015873015872,1.0,0.0,100.0,0.0,32.0,32.0,32.0,0.0
RF02680,1.0,0.6071428571428571,0.6296296296296297,0.6181818181818182,0.7307692307692307,0.7037037037037037,0.7169811320754716,0.6158683147649964,0.7153843368872245,0.6071428571428571,0.6296296296296297,0.6181818181818182,0.7307692307692307,0.7037037037037037,0.7169811320754716,0.09879931389365348,0.09879931389365348,1.0,0.0,100.0,0.0,27.0,27.0,27.0,0.0
RF02802,1.0,0.5428571428571428,0.8260869565217391,0.6551724137931034,0.6,0.9130434782608695,0.7241379310344828,0.6681338757991061,0.7389736742833497,0.5428571428571428,0.8260869565217391,0.6551724137931034,0.6,0.9130434782608695,0.7241379310344828,0.06896551724137934,0.06896551724137934,1.0,0.0,100.0,1.0,6.0,6.0,6.0,0.0
RF00488,1.0,0.6454545454545455,0.7717391304347826,0.7029702970297029,0.6923076923076923,0.782608695652174,0.7346938775510203,0.7052269436686556,0.7355920476322327,0.6454545454545455,0.7717391304347826,0.7029702970297029,0.6923076923076923,0.782608695652174,0.7346938775510203,0.03172358052131741,0.03172358052131741,1.0,0.0,100.0,0.0,51.0,51.0,51.0,0.0
RF02926,1.0,0.38461538461538464,0.3333333333333333,0.3571428571428571,0.8333333333333334,0.6666666666666666,0.7407407407407408,0.34966824107812894,0.7422147093407955,0.38461538461538464,0.3333333333333333,0.3571428571428571,0.8333333333333334,0.6666666666666666,0.7407407407407408,0.3835978835978837,0.3835978835978837,1.0,0.0,100.0,0.0,54.0,54.0,54.0,1.0
RF03542,1.0,0.4,0.35294117647058826,0.37500000000000006,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.36782605983808475,0.7395919687840292,0.4,0.35294117647058826,0.37500000000000006,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.3678571428571427,0.3678571428571427,1.0,0.0,100.0,1.0,7.0,7.0,7.0,1.0
RF03509,1.0,0.625,0.9090909090909091,0.7407407407407406,0.6666666666666666,0.9090909090909091,0.7692307692307692,0.7517548093229142,0.776715231656364,0.625,0.9090909090909091,0.7407407407407406,0.6666666666666666,0.9090909090909091,0.7692307692307692,0.028490028490028574,0.028490028490028574,1.0,0.0,100.0,0.0,55.0,55.0,55.0,0.0
RF00175,1.0,0.7272727272727273,0.6153846153846154,0.6666666666666667,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6654720674174955,0.766540186271128,0.7272727272727273,0.6153846153846154,0.6666666666666667,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.10256410256410253,0.10256410256410253,1.0,0.0,100.0,1.0,7.0,7.0,7.0,0.0
RF01317,1.0,0.35714285714285715,1.0,0.5263157894736842,0.625,1.0,0.7692307692307693,0.5960886948200497,0.7898972572770615,0.35714285714285715,1.0,0.5263157894736842,0.625,1.0,0.7692307692307693,0.2429149797570851,0.2429149797570851,1.0,0.0,100.0,0.0,19.0,19.0,19.0,0.0
RF02914,1.0,0.8461538461538461,0.6875,0.7586206896551724,0.9166666666666666,0.6875,0.7857142857142857,0.7596933693607091,0.7913961237635522,0.8461538461538461,0.6875,0.7586206896551724,0.9166666666666666,0.6875,0.7857142857142857,0.027093596059113323,0.027093596059113323,1.0,0.0,83.0,0.0,26.0,26.0,26.0,0.0
RF01406,1.0,0.5,0.6363636363636364,0.56,0.6470588235294118,1.0,0.7857142857142858,0.5611278627778231,0.8030719082759121,0.5,0.6363636363636364,0.56,0.6470588235294118,1.0,0.7857142857142858,0.22571428571428576,0.22571428571428576,1.0,0.0,100.0,0.0,87.0,87.0,87.0,0.0
RF00210,1.0,0.6111111111111112,0.6666666666666666,0.6376811594202899,0.7941176470588235,0.8181818181818182,0.8059701492537314,0.6355915874319797,0.8046552331049178,0.6111111111111112,0.6666666666666666,0.6376811594202899,0.7941176470588235,0.8181818181818182,0.8059701492537314,0.16828898983344154,0.16828898983344154,1.0,0.0,100.0,0.0,56.0,56.0,56.0,0.0
RF01356,1.0,0.7,0.875,0.7777777777777777,0.696969696969697,0.9583333333333334,0.8070175438596493,0.7813391636688963,0.8161765571538834,0.7,0.875,0.7777777777777777,0.696969696969697,0.9583333333333334,0.8070175438596493,0.02923976608187162,0.02923976608187162,1.0,0.0,100.0,0.0,98.0,98.0,98.0,0.0
RF03977,1.0,0.5344827586206896,0.5740740740740741,0.5535714285714285,0.7796610169491526,0.8518518518518519,0.8141592920353983,0.5524543769943793,0.8143444253618002,0.5344827586206896,0.5740740740740741,0.5535714285714285,0.7796610169491526,0.8518518518518519,0.8141592920353983,0.2605878634639698,0.2605878634639698,1.0,0.0,100.0,1.0,4.0,4.0,4.0,0.0
RF01232,1.0,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.3809129441789848,0.8138596870829862,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.4301994301994302,0.4301994301994302,1.0,0.0,100.0,0.0,25.0,25.0,25.0,1.0
RF02681,1.0,0.6086956521739131,0.6086956521739131,0.6086956521739131,1.0,0.6956521739130435,0.8205128205128205,0.6038776650218788,0.8324992927707315,0.6086956521739131,0.6086956521739131,0.6086956521739131,1.0,0.6956521739130435,0.8205128205128205,0.2118171683389074,0.2118171683389074,1.0,0.0,100.0,0.0,75.0,75.0,75.0,0.0
RF00198,1.0,0.375,0.42857142857142855,0.39999999999999997,0.7,1.0,0.8235294117647058,0.39110712201151787,0.833915371702412,0.375,0.42857142857142855,0.39999999999999997,0.7,1.0,0.8235294117647058,0.4235294117647059,0.4235294117647059,1.0,0.0,70.0,0.0,57.0,57.0,57.0,1.0
RF01773,1.0,0.6363636363636364,0.9333333333333333,0.7567567567567568,0.7368421052631579,0.9333333333333333,0.8235294117647058,0.769625030477585,0.8285409544395886,0.6363636363636364,0.9333333333333333,0.7567567567567568,0.7368421052631579,0.9333333333333333,0.8235294117647058,0.06677265500794904,0.06677265500794904,1.0,0.0,100.0,0.0,27.0,27.0,27.0,0.0
RF00521,1.0,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8347785100260136,0.8347785100260136,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.0,0.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0
RF03085,1.0,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7689961710999053,0.8316151202749141,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.06410256410256421,0.06410256410256421,1.0,0.0,100.0,1.0,7.0,7.0,7.0,0.0
RF03570,1.0,0.0,0.0,0.0,0.8888888888888888,0.8,0.8421052631578948,-0.02229574507725912,0.8398063979100936,0.0,0.0,0.0,0.8888888888888888,0.8,0.8421052631578948,0.8421052631578948,0.8421052631578948,1.0,0.0,98.0,1.0,6.0,6.0,6.0,1.0
RF01519,1.0,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.7232117406791118,0.8435950550921391,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.12444444444444436,0.12444444444444436,1.0,0.0,100.0,0.0,61.0,61.0,61.0,0.0
RF03498,1.0,0.6153846153846154,0.64,0.6274509803921569,0.9090909090909091,0.8,0.8510638297872342,0.6247612703937776,0.8517935658489669,0.6153846153846154,0.64,0.6274509803921569,0.9090909090909091,0.8,0.8510638297872342,0.2236128493950773,0.2236128493950773,1.0,0.0,100.0,0.0,76.0,76.0,76.0,0.0
RF00176,1.0,0.6944444444444444,0.9615384615384616,0.8064516129032258,0.7428571428571429,1.0,0.8524590163934427,0.816181587130165,0.8611775625609234,0.6944444444444444,0.9615384615384616,0.8064516129032258,0.7428571428571429,1.0,0.8524590163934427,0.046007403490216925,0.046007403490216925,1.0,0.0,100.0,0.0,21.0,21.0,21.0,0.0
RF00228,1.0,0.6285714285714286,0.7857142857142857,0.6984126984126985,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7005083281034906,0.8561593312023604,0.6285714285714286,0.7857142857142857,0.6984126984126985,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.1587301587301586,0.1587301587301586,1.0,0.0,100.0,0.0,99.0,99.0,99.0,0.0
RF01763,1.0,0.38461538461538464,0.4166666666666667,0.4,1.0,0.75,0.8571428571428571,0.3910498821519196,0.8644221464938019,0.38461538461538464,0.4166666666666667,0.4,1.0,0.75,0.8571428571428571,0.4571428571428571,0.4571428571428571,1.0,0.0,100.0,1.0,9.0,9.0,9.0,1.0
RF02519,1.0,0.5,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.7030312038332427,0.864364759104401,0.5,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.19047619047619047,0.19047619047619047,1.0,0.0,100.0,0.0,70.0,70.0,70.0,0.0
RF03404,1.0,0.7894736842105263,0.9090909090909091,0.8450704225352113,0.8157894736842105,0.9393939393939394,0.8732394366197183,0.8460187540159174,0.8744748483818466,0.7894736842105263,0.9090909090909091,0.8450704225352113,0.8157894736842105,0.9393939393939394,0.8732394366197183,0.028169014084507005,0.028169014084507005,1.0,0.0,100.0,0.0,81.0,81.0,81.0,0.0
RF00029,1.0,0.7083333333333334,0.85,0.7727272727272727,0.8571428571428571,0.9,0.8780487804878048,0.7739187398175069,0.8772708092787036,0.7083333333333334,0.85,0.7727272727272727,0.8571428571428571,0.9,0.8780487804878048,0.10532150776053206,0.10532150776053206,1.0,0.0,100.0,1.0,8.0,8.0,8.0,0.0
