feature,corr_top1_f1,corr_top100_f1
truth_len,-0.2059111371395917,-0.39161142389559694
ref_pairs,0.052231999722615254,-0.06443680099897785
ref_pair_density,0.48569088703057534,0.5538233004536933
ref_pk_pairs,-0.029577061239902464,-0.11966434845593467
pk_frac,-0.010117766717666607,-0.06130654773023667
