rfam_hit,n,top1_precision_mean,top1_recall_mean,top1_f1_mean,top100_precision_mean,top100_recall_mean,top100_f1_mean,top1_mcc_mean,top100_mcc_mean,top1_precision_median,top1_recall_median,top1_f1_median,top100_precision_median,top100_recall_median,top100_f1_median,delta_f1_mean,delta_f1_median,p_best100_ge_0p7,p_best100_ge_0p9,min_n_predictions,p_best_rank_le_10,best_rank_median,best_rank_p90,best_rank_max,p_delta_f1_ge_0p3
True,716.0,0.5981769268696047,0.7430777056321624,0.6480904912007901,0.7633139791986072,0.8563307225129819,0.794700443460281,0.6563689707472306,0.8008102522355545,0.6448028673835126,0.8297931034482758,0.706599713055954,0.8421052631578947,0.9375,0.874119718309859,0.1466099522594908,0.10256410256410259,0.7486033519553073,0.4245810055865922,10.0,0.3100558659217877,28.0,87.0,100.0,0.12569832402234637
False,88.0,0.5464239693717502,0.62873336854428,0.5701523519901683,0.7734771218056777,0.8356530295441196,0.7916655230459607,0.5748251768536825,0.7964899171058059,0.5857843137254902,0.788888888888889,0.6747967479674797,0.8571428571428571,0.9166666666666666,0.8775,0.2215131710557924,0.1578947368421052,0.7272727272727273,0.45454545454545453,17.0,0.23863636363636365,42.0,88.3,100.0,0.2727272727272727
