f1 cdf
0.869565 0.564677
0.871795 0.565920
0.871795 0.567164
0.871795 0.568408
0.871795 0.569652
0.871795 0.570896
0.871795 0.572139
0.871795 0.573383
0.871795 0.574627
0.871795 0.575871
0.872727 0.577114
0.872727 0.578358
0.873239 0.579602
0.873563 0.580846
0.873786 0.582090
0.875000 0.583333
0.875000 0.584577
0.875000 0.585821
0.875000 0.587065
0.875000 0.588308
0.875000 0.589552
0.875000 0.590796
0.875000 0.592040
0.877193 0.593284
0.878049 0.594527
0.878049 0.595771
0.878049 0.597015
0.878049 0.598259
0.878049 0.599502
0.881356 0.600746
0.882353 0.601990
0.882353 0.603234
0.882353 0.604478
0.882353 0.605721
0.883721 0.606965
0.883721 0.608209
0.883721 0.609453
0.883721 0.610697
0.883721 0.611940
0.883721 0.613184
0.885246 0.614428
0.886076 0.615672
0.888889 0.616915
0.888889 0.618159
0.888889 0.619403
0.888889 0.620647
0.888889 0.621891
0.888889 0.623134
0.888889 0.624378
0.888889 0.625622
0.888889 0.626866
0.888889 0.628109
0.888889 0.629353
0.888889 0.630597
0.888889 0.631841
0.888889 0.633085
0.888889 0.634328
0.888889 0.635572
0.888889 0.636816
0.888889 0.638060
0.888889 0.639303
0.892308 0.640547
0.893617 0.641791
0.893617 0.643035
0.893617 0.644279
0.894737 0.645522
0.894737 0.646766
0.896552 0.648010
0.896552 0.649254
0.896552 0.650498
0.897959 0.651741
0.900000 0.652985
0.900000 0.654229
0.900000 0.655473
0.900000 0.656716
0.900000 0.657960
0.900000 0.659204
0.900000 0.660448
0.900000 0.661692
0.900000 0.662935
0.900000 0.664179
0.900000 0.665423
0.900000 0.666667
0.900000 0.667910
0.900000 0.669154
0.900000 0.670398
0.900000 0.671642
0.901961 0.672886
0.903226 0.674129
0.904762 0.675373
0.904762 0.676617
0.904762 0.677861
0.904762 0.679104
0.904762 0.680348
0.904762 0.681592
0.904762 0.682836
0.904762 0.684080
0.905660 0.685323
0.909091 0.686567
0.909091 0.687811
0.909091 0.689055
0.909091 0.690299
0.909091 0.691542
0.909091 0.692786
0.909091 0.694030
0.909091 0.695274
0.909091 0.696517
0.909091 0.697761
0.909091 0.699005
0.909091 0.700249
0.910891 0.701493
0.911765 0.702736
0.911765 0.703980
0.912281 0.705224
0.913043 0.706468
