f1 cdf
0.717949 0.526119
0.717949 0.527363
0.720000 0.528607
0.720000 0.529851
0.722222 0.531095
0.722222 0.532338
0.722892 0.533582
0.727273 0.534826
0.727273 0.536070
0.727273 0.537313
0.727273 0.538557
0.727273 0.539801
0.731707 0.541045
0.731707 0.542289
0.731707 0.543532
0.733333 0.544776
0.736842 0.546020
0.736842 0.547264
0.736842 0.548507
0.736842 0.549751
0.736842 0.550995
0.736842 0.552239
0.736842 0.553483
0.738462 0.554726
0.740741 0.555970
0.740741 0.557214
0.740741 0.558458
0.741935 0.559701
0.742857 0.560945
0.742857 0.562189
0.744186 0.563433
0.744186 0.564677
0.750000 0.565920
0.750000 0.567164
0.750000 0.568408
0.750000 0.569652
0.750000 0.570896
0.750000 0.572139
0.754098 0.573383
0.754098 0.574627
0.756757 0.575871
0.756757 0.577114
0.756757 0.578358
0.756757 0.579602
0.758621 0.580846
0.761905 0.582090
0.761905 0.583333
0.761905 0.584577
0.763636 0.585821
0.764706 0.587065
0.765957 0.588308
0.769231 0.589552
0.769231 0.590796
0.769231 0.592040
0.769231 0.593284
0.769231 0.594527
0.770833 0.595771
0.771084 0.597015
0.771429 0.598259
0.777778 0.599502
0.777778 0.600746
0.777778 0.601990
0.777778 0.603234
0.780488 0.604478
0.780488 0.605721
0.780488 0.606965
0.782609 0.608209
0.785714 0.609453
0.785714 0.610697
0.786885 0.611940
0.787879 0.613184
0.789474 0.614428
0.790698 0.615672
0.790698 0.616915
0.790698 0.618159
0.790698 0.619403
0.790698 0.620647
0.792453 0.621891
0.800000 0.623134
0.800000 0.624378
0.800000 0.625622
0.800000 0.626866
0.800000 0.628109
0.800000 0.629353
0.800000 0.630597
0.800000 0.631841
0.800000 0.633085
0.800000 0.634328
0.800000 0.635572
0.800000 0.636816
0.800000 0.638060
0.804124 0.639303
0.805970 0.640547
0.807018 0.641791
0.807018 0.643035
0.807692 0.644279
0.808511 0.645522
0.808511 0.646766
0.810811 0.648010
0.810811 0.649254
0.810811 0.650498
0.812500 0.651741
0.812500 0.652985
0.816327 0.654229
0.818182 0.655473
0.818182 0.656716
0.820513 0.657960
0.822222 0.659204
0.822430 0.660448
0.823529 0.661692
0.823529 0.662935
0.823529 0.664179
0.823529 0.665423
0.823529 0.666667
0.823529 0.667910
0.823529 0.669154
0.826087 0.670398
0.826087 0.671642
0.827586 0.672886
0.827586 0.674129
0.827586 0.675373
0.829268 0.676617
0.829268 0.677861
0.833333 0.679104
0.833333 0.680348
0.833333 0.681592
0.833333 0.682836
0.833333 0.684080
0.833333 0.685323
0.833333 0.686567
0.835443 0.687811
0.837209 0.689055
0.837209 0.690299
0.837209 0.691542
0.837209 0.692786
0.840000 0.694030
0.840580 0.695274
0.842105 0.696517
0.842105 0.697761
0.842105 0.699005
0.842105 0.700249
0.842105 0.701493
0.842105 0.702736
0.842105 0.703980
0.842105 0.705224
0.842105 0.706468
0.843750 0.707711
0.846154 0.708955
0.848485 0.710199
0.848485 0.711443
0.850000 0.712687
0.850000 0.713930
0.850000 0.715174
0.850000 0.716418
0.851064 0.717662
0.851064 0.718905
0.851852 0.720149
0.851852 0.721393
0.857143 0.722637
0.857143 0.723881
0.857143 0.725124
0.857143 0.726368
0.857143 0.727612
0.857143 0.728856
0.857143 0.730100
0.857143 0.731343
0.857143 0.732587
0.857143 0.733831
0.857143 0.735075
0.861111 0.736318
0.861538 0.737562
0.862745 0.738806
0.863636 0.740050
0.864865 0.741294
0.864865 0.742537
0.866667 0.743781
0.867925 0.745025
0.869565 0.746269
0.870968 0.747512
0.871795 0.748756
0.871795 0.750000
0.871795 0.751244
0.875000 0.752488
0.875000 0.753731
0.875000 0.754975
0.878049 0.756219
0.878049 0.757463
0.878049 0.758706
0.878049 0.759950
0.878049 0.761194
0.878049 0.762438
0.878049 0.763682
0.880000 0.764925
0.880000 0.766169
0.881356 0.767413
0.881720 0.768657
0.882353 0.769900
0.883721 0.771144
0.883721 0.772388
0.883721 0.773632
0.883721 0.774876
0.888889 0.776119
0.888889 0.777363
0.888889 0.778607
0.888889 0.779851
0.888889 0.781095
0.888889 0.782338
0.888889 0.783582
0.888889 0.784826
0.888889 0.786070
0.888889 0.787313
0.888889 0.788557
0.888889 0.789801
0.888889 0.791045
0.888889 0.792289
0.888889 0.793532
0.888889 0.794776
0.888889 0.796020
0.888889 0.797264
0.893617 0.798507
0.894737 0.799751
0.894737 0.800995
0.900000 0.802239
0.900000 0.803483
0.900000 0.804726
0.900000 0.805970
0.901961 0.807214
0.903226 0.808458
0.903226 0.809701
0.903226 0.810945
0.903226 0.812189
0.904762 0.813433
0.904762 0.814677
0.904762 0.815920
0.904762 0.817164
0.906250 0.818408
0.909091 0.819652
0.909091 0.820896
0.909091 0.822139
0.909091 0.823383
0.909091 0.824627
